stateId,unique.str,composition,structure,fct,type
1,PIAB  10 2,PIAB ,10,2,0
2,PIAB  10 1,PIAB ,10,1,0
3,PIAB  8 2,PIAB ,8,2,0
4,PIAB lade  8 2,PIAB lade ,8,2,0
5,PIAB fasy  10 2,PIAB fasy ,10,2,0
6,piab fasy  9 1,piab fasy ,9,1,0
7,FASY  9 1,FASY ,9,1,0
8,acps frex  8 0,acps frex ,8,0,0
9,piab fasy  8 2,piab fasy ,8,2,0
10,PIAB  7 2,PIAB ,7,2,0
11,fasy acps frex  8 1,fasy acps frex ,8,1,0
12,piab  9 2,piab ,9,2,0
13,PIAB fasy  9 2,PIAB fasy ,9,2,0
14,FASY  8 2,FASY ,8,2,0
15,piab fasy  8 1,piab fasy ,8,1,0
16,fasy frex  8 1,fasy frex ,8,1,0
17,PIAB  7 1,PIAB ,7,1,0
18,piab fasy  4 2,piab fasy ,4,2,0
19,fasy  9 1,fasy ,9,1,0
20,piab abal fasy  9 1,piab abal fasy ,9,1,0
21,fasy acps  9 1,fasy acps ,9,1,0
22,FASY piab  9 1,FASY piab ,9,1,0
23,PIAB  5 1,PIAB ,5,1,0
24,FASY  8 1,FASY ,8,1,0
25,PIAB  9 2,PIAB ,9,2,0
26,piab fasy  9 2,piab fasy ,9,2,0
27,piab fasy  10 2,piab fasy ,10,2,0
28,piab fasy  10 1,piab fasy ,10,1,0
29,piab fasy  9 0,piab fasy ,9,0,0
30,PIAB  6 2,PIAB ,6,2,0
31,PIAB  8 1,PIAB ,8,1,0
32,FASY  9 0,FASY ,9,0,0
33,FASY  5 1,FASY ,5,1,0
34,piab fasy  6 1,piab fasy ,6,1,0
35,piab fasy  7 2,piab fasy ,7,2,0
36,PIAB  10 0,PIAB ,10,0,0
37,piab fasy  7 1,piab fasy ,7,1,0
38,PIAB  9 1,PIAB ,9,1,0
39,PIAB fasy  9 1,PIAB fasy ,9,1,0
40,piab acps  7 1,piab acps ,7,1,0
41,pisy fasy  9 1,pisy fasy ,9,1,0
42,FASY  7 1,FASY ,7,1,0
43,FASY  6 1,FASY ,6,1,0
44,PIAB fasy  8 1,PIAB fasy ,8,1,0
45,FASY piab  7 1,FASY piab ,7,1,0
46,fasy  10 1,fasy ,10,1,0
47,fasy frex  9 1,fasy frex ,9,1,0
48,FASY  6 0,FASY ,6,0,0
49,FASY  6 2,FASY ,6,2,0
50,FASY  7 2,FASY ,7,2,0
51,FASY frex  7 0,FASY frex ,7,0,0
52,piab fasy frex  8 1,piab fasy frex ,8,1,0
53,fasy frex  6 1,fasy frex ,6,1,0
54,FASY piab  8 1,FASY piab ,8,1,0
55,piab  7 1,piab ,7,1,0
56,FREX  1 0,FREX ,1,0,0
57,piab pisy fasy  7 1,piab pisy fasy ,7,1,0
58,piab fasy  5 1,piab fasy ,5,1,0
59,fasy frex  7 1,fasy frex ,7,1,0
60,fasy alin  7 1,fasy alin ,7,1,0
61,piab pisy  7 1,piab pisy ,7,1,0
62,fasy acps  8 1,fasy acps ,8,1,0
63,FASY acps  6 1,FASY acps ,6,1,0
64,PIAB fasy  10 1,PIAB fasy ,10,1,0
65,FASY frex  6 0,FASY frex ,6,0,0
66,fasy acps  7 1,fasy acps ,7,1,0
67,FASY frex  6 1,FASY frex ,6,1,0
68,fasy frex  6 0,fasy frex ,6,0,0
69,fasy acps  5 0,fasy acps ,5,0,0
70,FASY  5 0,FASY ,5,0,0
71,fasy  8 1,fasy ,8,1,0
72,fasy  7 1,fasy ,7,1,0
73,PIAB fasy  8 2,PIAB fasy ,8,2,0
74,FASY  8 0,FASY ,8,0,0
75,piab  7 2,piab ,7,2,0
76,piab fasy  7 0,piab fasy ,7,0,0
77,FASY piab  5 2,FASY piab ,5,2,0
78,FASY piab  6 1,FASY piab ,6,1,0
79,piab fasy  6 2,piab fasy ,6,2,0
80,PIAB fasy  7 1,PIAB fasy ,7,1,0
81,FASY  7 0,FASY ,7,0,0
82,PIAB frex  4 0,PIAB frex ,4,0,0
83,piab frex  5 0,piab frex ,5,0,0
84,FASY acps  5 0,FASY acps ,5,0,0
85,PIAB fasy  7 2,PIAB fasy ,7,2,0
86,FASY piab  8 2,FASY piab ,8,2,0
87,piab lade  8 1,piab lade ,8,1,0
88,abal fasy  7 1,abal fasy ,7,1,0
89,piab fasy  5 0,piab fasy ,5,0,0
90,lade fasy  8 1,lade fasy ,8,1,0
91,piab lade fasy  8 1,piab lade fasy ,8,1,0
92,piab lade  7 1,piab lade ,7,1,0
93,LADE  5 0,LADE ,5,0,0
94,piab lade fasy  8 2,piab lade fasy ,8,2,0
95,lade fasy  7 0,lade fasy ,7,0,0
96,FASY  10 1,FASY ,10,1,0
97,FASY piab  7 2,FASY piab ,7,2,0
98,LADE  7 1,LADE ,7,1,0
99,lade fasy acps  6 0,lade fasy acps ,6,0,0
100,FASY  10 0,FASY ,10,0,0
101,piab lade fasy  10 0,piab lade fasy ,10,0,0
102,piab acps  5 1,piab acps ,5,1,0
103,LADE  6 0,LADE ,6,0,0
104,piab lade  8 0,piab lade ,8,0,0
105,piab lade  6 0,piab lade ,6,0,0
106,PIAB lade  6 0,PIAB lade ,6,0,0
107,PIAB  6 1,PIAB ,6,1,0
108,PIAB  5 2,PIAB ,5,2,0
109,FASY frex  8 0,FASY frex ,8,0,0
110,PIAB lade  8 1,PIAB lade ,8,1,0
111,PIAB lade  6 1,PIAB lade ,6,1,0
112,piab  8 1,piab ,8,1,0
113,PIAB frex  5 1,PIAB frex ,5,1,0
114,piab fasy  4 1,piab fasy ,4,1,0
115,PIAB  7 0,PIAB ,7,0,0
116,PIAB lade  7 1,PIAB lade ,7,1,0
117,piab fasy  6 0,piab fasy ,6,0,0
118,FASY lade  7 1,FASY lade ,7,1,0
119,PIAB  1 0,PIAB ,1,0,0
120,piab lade  7 0,piab lade ,7,0,0
121,FASY acps  7 1,FASY acps ,7,1,0
122,fasy acps  7 2,fasy acps ,7,2,0
123,fasy acps  6 1,fasy acps ,6,1,0
124,PIAB abal  7 1,PIAB abal ,7,1,0
125,piab fasy acps  8 1,piab fasy acps ,8,1,0
126,fasy  6 1,fasy ,6,1,0
127,piab abal fasy  7 1,piab abal fasy ,7,1,0
128,piab fasy  8 0,piab fasy ,8,0,0
129,piab fasy acps  7 2,piab fasy acps ,7,2,0
130,piab fasy acps  8 2,piab fasy acps ,8,2,0
131,PIAB fasy  8 0,PIAB fasy ,8,0,0
132,FASY piab  6 0,FASY piab ,6,0,0
133,pisy fasy  7 1,pisy fasy ,7,1,0
134,piab fasy acps  7 1,piab fasy acps ,7,1,0
135,PISY  5 1,PISY ,5,1,0
136,PISY  6 1,PISY ,6,1,0
137,piab acps  7 2,piab acps ,7,2,0
138,pisy  6 1,pisy ,6,1,0
139,pisy fasy  6 1,pisy fasy ,6,1,0
140,piab pisy  8 1,piab pisy ,8,1,0
141,PIAB  5 0,PIAB ,5,0,0
142,PIAB fasy  6 1,PIAB fasy ,6,1,0
143,fasy  8 2,fasy ,8,2,0
144,piab  7 0,piab ,7,0,0
145,PIAB fasy  6 0,PIAB fasy ,6,0,0
146,piab fasy acps  6 1,piab fasy acps ,6,1,0
147,piab pisy fasy  8 1,piab pisy fasy ,8,1,0
148,piab lade  6 1,piab lade ,6,1,0
149,piab fasy frex  6 0,piab fasy frex ,6,0,0
150,PISY lade  5 1,PISY lade ,5,1,0
151,PISY  5 0,PISY ,5,0,0
152,pisy  5 1,pisy ,5,1,0
153,PIAB  8 0,PIAB ,8,0,0
154,piab  6 0,piab ,6,0,0
155,piab pisy  6 1,piab pisy ,6,1,0
156,LADE  5 1,LADE ,5,1,0
157,fasy  5 1,fasy ,5,1,0
158,PISY  7 1,PISY ,7,1,0
159,FASY piab  9 2,FASY piab ,9,2,0
160,piab lade fasy  9 2,piab lade fasy ,9,2,0
161,piab pisy fasy  6 1,piab pisy fasy ,6,1,0
162,acps alin  6 0,acps alin ,6,0,0
163,PISY piab  6 1,PISY piab ,6,1,0
164,lade fasy  9 1,lade fasy ,9,1,0
165,lade fasy  8 2,lade fasy ,8,2,0
166,FASY lade  9 1,FASY lade ,9,1,0
167,lade fasy acps  8 1,lade fasy acps ,8,1,0
168,pisy fasy  8 1,pisy fasy ,8,1,0
169,piab pisy  7 2,piab pisy ,7,2,0
170,lade pisy  7 1,lade pisy ,7,1,0
171,PISY  6 2,PISY ,6,2,0
172,FASY  9 2,FASY ,9,2,0
173,lade fasy  7 2,lade fasy ,7,2,0
174,piab lade  7 2,piab lade ,7,2,0
175,pisy  7 1,pisy ,7,1,0
176,pisy fasy  7 2,pisy fasy ,7,2,0
177,piab lade fasy  7 1,piab lade fasy ,7,1,0
178,piab lade fasy  6 2,piab lade fasy ,6,2,0
179,fasy  6 2,fasy ,6,2,0
180,FASY lade  7 2,FASY lade ,7,2,0
181,fasy  7 2,fasy ,7,2,0
182,piab abal fasy  8 1,piab abal fasy ,8,1,0
183,piab abal  7 1,piab abal ,7,1,0
184,fasy  6 0,fasy ,6,0,0
185,piab lade fasy  7 2,piab lade fasy ,7,2,0
186,lade fasy  6 2,lade fasy ,6,2,0
187,lade fasy  7 1,lade fasy ,7,1,0
188,abal lade fasy  8 1,abal lade fasy ,8,1,0
189,FASY lade  8 1,FASY lade ,8,1,0
190,pisy  7 2,pisy ,7,2,0
191,abal fasy  9 1,abal fasy ,9,1,0
192,lade fasy  6 1,lade fasy ,6,1,0
193,fasy alin  7 0,fasy alin ,7,0,0
194,pisy fasy  5 1,pisy fasy ,5,1,0
195,abal lade fasy  7 1,abal lade fasy ,7,1,0
196,abal fasy  9 2,abal fasy ,9,2,0
197,fasy frex  7 0,fasy frex ,7,0,0
198,lade frex  6 0,lade frex ,6,0,0
199,fasy  9 2,fasy ,9,2,0
200,LADE piab  5 1,LADE piab ,5,1,0
201,piab fasy  5 2,piab fasy ,5,2,0
202,lade fasy  5 1,lade fasy ,5,1,0
203,FASY lade  6 1,FASY lade ,6,1,0
204,LADE  6 1,LADE ,6,1,0
205,FASY  4 1,FASY ,4,1,0
206,piab pisy  5 1,piab pisy ,5,1,0
207,piab lade  8 2,piab lade ,8,2,0
208,lade  8 1,lade ,8,1,0
209,lade  6 0,lade ,6,0,0
210,piab abal  8 2,piab abal ,8,2,0
211,piab abal  9 2,piab abal ,9,2,0
212,abal  7 1,abal ,7,1,0
213,abal  9 1,abal ,9,1,0
214,abal fasy  7 2,abal fasy ,7,2,0
215,piab  8 2,piab ,8,2,0
216,ABAL  7 1,ABAL ,7,1,0
217,ABAL  6 1,ABAL ,6,1,0
218,abal  8 1,abal ,8,1,0
219,fasy  7 0,fasy ,7,0,0
220,FASY abal  7 2,FASY abal ,7,2,0
221,fasy frex  8 0,fasy frex ,8,0,0
222,abal lade  7 0,abal lade ,7,0,0
223,abal acps  7 1,abal acps ,7,1,0
224,piab lade fasy  9 1,piab lade fasy ,9,1,0
225,LADE  9 0,LADE ,9,0,0
226,LADE  10 0,LADE ,10,0,0
227,abal fasy  10 1,abal fasy ,10,1,0
228,FASY abal  7 0,FASY abal ,7,0,0
229,abal fasy  8 1,abal fasy ,8,1,0
230,piab abal  7 2,piab abal ,7,2,0
231,PIAB fasy  7 0,PIAB fasy ,7,0,0
232,fasy  8 0,fasy ,8,0,0
233,piab lade  9 2,piab lade ,9,2,0
234,abal fasy  8 2,abal fasy ,8,2,0
235,piab lade  9 1,piab lade ,9,1,0
236,abal fasy  10 2,abal fasy ,10,2,0
237,FASY abal  6 1,FASY abal ,6,1,0
238,lade fasy  6 0,lade fasy ,6,0,0
239,lade  7 0,lade ,7,0,0
240,piab abal fasy  8 2,piab abal fasy ,8,2,0
241,PIAB acps  6 2,PIAB acps ,6,2,0
242,lade  9 1,lade ,9,1,0
243,LADE  8 1,LADE ,8,1,0
244,LADE fasy  8 1,LADE fasy ,8,1,0
245,FASY piab  10 2,FASY piab ,10,2,0
246,abal fasy  6 1,abal fasy ,6,1,0
247,PIAB lade  7 2,PIAB lade ,7,2,0
248,LADE piab  7 0,LADE piab ,7,0,0
249,abal fasy acps  7 1,abal fasy acps ,7,1,0
250,abal fasy acps  6 1,abal fasy acps ,6,1,0
251,LADE  8 0,LADE ,8,0,0
252,LADE  7 0,LADE ,7,0,0
253,LADE piab  7 1,LADE piab ,7,1,0
254,abal lade  6 0,abal lade ,6,0,0
255,piab frex  4 0,piab frex ,4,0,0
256,PIAB  4 0,PIAB ,4,0,0
257,fasy frex  3 0,fasy frex ,3,0,0
258,lade  7 1,lade ,7,1,0
259,lade fasy  10 1,lade fasy ,10,1,0
260,piab abal fasy  6 1,piab abal fasy ,6,1,0
261,FASY  4 0,FASY ,4,0,0
262,LADE piab  6 0,LADE piab ,6,0,0
263,piab lade fasy  6 1,piab lade fasy ,6,1,0
264,fasy acps  7 0,fasy acps ,7,0,0
265,piab  6 1,piab ,6,1,0
266,mix 1 0,mix,1,0,0
267,FASY piab  4 0,FASY piab ,4,0,0
268,fasy frex  4 0,fasy frex ,4,0,0
269,ACPS  5 0,ACPS ,5,0,0
270,piab lade fasy  7 0,piab lade fasy ,7,0,0
271,lade fasy  8 0,lade fasy ,8,0,0
272,lade fasy  5 0,lade fasy ,5,0,0
273,LADE piab  9 1,LADE piab ,9,1,0
274,FASY piab  5 1,FASY piab ,5,1,0
275,lade fasy  9 2,lade fasy ,9,2,0
276,piab lade  5 2,piab lade ,5,2,0
277,FASY lade  5 0,FASY lade ,5,0,0
278,PIAB abal  7 2,PIAB abal ,7,2,0
279,lade fasy acps  7 1,lade fasy acps ,7,1,0
280,lade pisy  6 0,lade pisy ,6,0,0
281,lade fasy  4 0,lade fasy ,4,0,0
282,piab lade fasy  10 2,piab lade fasy ,10,2,0
283,lade fasy  10 2,lade fasy ,10,2,0
284,FASY  10 2,FASY ,10,2,0
285,lade fasy  9 0,lade fasy ,9,0,0
286,abal fasy  6 2,abal fasy ,6,2,0
287,FASY lade  8 0,FASY lade ,8,0,0
288,piab pisy fasy  9 2,piab pisy fasy ,9,2,0
289,lade pisy  6 1,lade pisy ,6,1,0
290,abal lade fasy  6 1,abal lade fasy ,6,1,0
291,FASY  1 0,FASY ,1,0,0
292,PISY  4 1,PISY ,4,1,0
293,piab abal  8 1,piab abal ,8,1,0
294,pisy fasy  5 0,pisy fasy ,5,0,0
295,PIAB  6 0,PIAB ,6,0,0
296,piab pisy  6 2,piab pisy ,6,2,0
297,lade pisy fasy  6 1,lade pisy fasy ,6,1,0
298,abal lade fasy  9 1,abal lade fasy ,9,1,0
299,piab lade fasy  10 1,piab lade fasy ,10,1,0
300,piab frex  1 0,piab frex ,1,0,0
301,abal fasy acps  9 1,abal fasy acps ,9,1,0
302,FASY lade  10 2,FASY lade ,10,2,0
303,piab pisy  4 1,piab pisy ,4,1,0
304,piab lade fasy acps  7 1,piab lade fasy acps ,7,1,0
305,LADE piab  8 1,LADE piab ,8,1,0
306,fasy frex  1 0,fasy frex ,1,0,0
307,FREX  2 0,FREX ,2,0,0
308,piab frex  6 0,piab frex ,6,0,0
309,pisy fasy  6 0,pisy fasy ,6,0,0
310,lade pisy  8 1,lade pisy ,8,1,0
311,piab abal fasy  6 0,piab abal fasy ,6,0,0
312,abal fasy  6 0,abal fasy ,6,0,0
313,acps  6 1,acps ,6,1,0
314,lade acps  6 1,lade acps ,6,1,0
315,piab acps  6 1,piab acps ,6,1,0
316,LADE piab  8 0,LADE piab ,8,0,0
317,PIAB lade  8 0,PIAB lade ,8,0,0
318,piab fasy frex  6 1,piab fasy frex ,6,1,0
319,BEPE  1 0,BEPE ,1,0,0
320,ACPS  6 1,ACPS ,6,1,0
321,piab lade  9 0,piab lade ,9,0,0
322,FASY pisy  7 1,FASY pisy ,7,1,0
323,abal pisy fasy  8 1,abal pisy fasy ,8,1,0
324,PIAB  9 0,PIAB ,9,0,0
325,PIAB lade  10 0,PIAB lade ,10,0,0
326,LADE  4 0,LADE ,4,0,0
327,piab frex  7 0,piab frex ,7,0,0
328,piab frex  7 1,piab frex ,7,1,0
329,abal fasy  7 0,abal fasy ,7,0,0
330,abal lade fasy  7 0,abal lade fasy ,7,0,0
331,piab lade  10 1,piab lade ,10,1,0
332,PISY  6 0,PISY ,6,0,0
333,piab  5 2,piab ,5,2,0
334,PIAB fasy  6 2,PIAB fasy ,6,2,0
335,piab abal lade  8 1,piab abal lade ,8,1,0
336,piab  6 2,piab ,6,2,0
337,PISY piab  7 1,PISY piab ,7,1,0
338,bepe  6 0,bepe ,6,0,0
339,FREX  7 0,FREX ,7,0,0
340,piab pisy  5 2,piab pisy ,5,2,0
341,piab pisy fasy  9 1,piab pisy fasy ,9,1,0
342,piab abal lade  9 1,piab abal lade ,9,1,0
343,piab bepe  7 1,piab bepe ,7,1,0
344,piab bepe  7 0,piab bepe ,7,0,0
345,LADE fasy  7 0,LADE fasy ,7,0,0
346,piab abal fasy  9 2,piab abal fasy ,9,2,0
347,piab abal lade fasy  9 1,piab abal lade fasy ,9,1,0
348,piab abal  9 1,piab abal ,9,1,0
349,PISY fasy  7 1,PISY fasy ,7,1,0
350,piab bepe  8 0,piab bepe ,8,0,0
351,FASY lade  10 1,FASY lade ,10,1,0
352,piab abal fasy  6 2,piab abal fasy ,6,2,0
353,lade  10 1,lade ,10,1,0
354,piab alin  7 0,piab alin ,7,0,0
355,piab alin  1 0,piab alin ,1,0,0
356,frex  1 0,frex ,1,0,0
357,PIAB frex  1 0,PIAB frex ,1,0,0
358,lade pisy fasy  7 1,lade pisy fasy ,7,1,0
359,FASY piab  6 2,FASY piab ,6,2,0
360,PIAB acps  6 1,PIAB acps ,6,1,0
361,ALIN  1 0,ALIN ,1,0,0
362,piab bepe  5 1,piab bepe ,5,1,0
363,piab pisy fasy  7 2,piab pisy fasy ,7,2,0
364,piab fasy acps  8 0,piab fasy acps ,8,0,0
365,PIAB fasy  9 0,PIAB fasy ,9,0,0
366,PISY fasy  6 1,PISY fasy ,6,1,0
367,pisy fasy  7 0,pisy fasy ,7,0,0
368,piab pisy fasy  7 0,piab pisy fasy ,7,0,0
369,piab  8 0,piab ,8,0,0
370,piab lade  5 1,piab lade ,5,1,0
371,PISY  7 0,PISY ,7,0,0
372,piab lade fasy  5 1,piab lade fasy ,5,1,0
373,PIAB abal  9 2,PIAB abal ,9,2,0
374,pisy  5 0,pisy ,5,0,0
375,piab pisy  6 0,piab pisy ,6,0,0
376,PIAB pisy  8 1,PIAB pisy ,8,1,0
377,PIAB lade  5 2,PIAB lade ,5,2,0
378,PISY lade  6 0,PISY lade ,6,0,0
379,FREX  6 1,FREX ,6,1,0
380,piab pisy  5 0,piab pisy ,5,0,0
381,piab pisy  8 0,piab pisy ,8,0,0
382,PIAB  11 2,PIAB ,11,2,0
383,fasy  5 0,fasy ,5,0,0
384,lade  6 1,lade ,6,1,0
385,piab lade fasy  6 0,piab lade fasy ,6,0,0
386,piab lade pisy  7 1,piab lade pisy ,7,1,0
387,PISY  3 1,PISY ,3,1,0
388,piab  9 1,piab ,9,1,0
389,PIAB  4 2,PIAB ,4,2,0
390,piab lade  6 2,piab lade ,6,2,0
391,PISY fasy  5 0,PISY fasy ,5,0,0
392,piab lade pisy  8 2,piab lade pisy ,8,2,0
393,LADE piab  5 0,LADE piab ,5,0,0
394,piab lade  10 2,piab lade ,10,2,0
395,PIAB lade  10 1,PIAB lade ,10,1,0
396,piab  10 2,piab ,10,2,0
397,piab lade pisy  6 2,piab lade pisy ,6,2,0
398,lade pisy  6 2,lade pisy ,6,2,0
399,piab lade pisy  5 1,piab lade pisy ,5,1,0
400,piab lade pisy  6 1,piab lade pisy ,6,1,0
401,piab lade pisy  8 1,piab lade pisy ,8,1,0
402,piab bepe  6 0,piab bepe ,6,0,0
403,lade bepe  8 0,lade bepe ,8,0,0
404,PIAB lade  6 2,PIAB lade ,6,2,0
405,PIAB fasy  5 1,PIAB fasy ,5,1,0
406,piab abal fasy  10 1,piab abal fasy ,10,1,0
407,lade pisy  5 1,lade pisy ,5,1,0
408,piab pisy  7 0,piab pisy ,7,0,0
409,pisy  7 0,pisy ,7,0,0
410,lade pisy fasy  7 0,lade pisy fasy ,7,0,0
411,BEPE  4 0,BEPE ,4,0,0
412,LADE bepe  7 0,LADE bepe ,7,0,0
413,lade bepe  6 0,lade bepe ,6,0,0
414,PIAB  4 1,PIAB ,4,1,0
415,piab abal lade fasy  8 2,piab abal lade fasy ,8,2,0
416,lade pisy  5 0,lade pisy ,5,0,0
417,PIAB pisy  7 1,PIAB pisy ,7,1,0
418,BEPE  2 0,BEPE ,2,0,0
419,LADE bepe  6 0,LADE bepe ,6,0,0
420,LADE  3 0,LADE ,3,0,0
421,piab fasy frex  5 1,piab fasy frex ,5,1,0
422,piab abal lade  9 2,piab abal lade ,9,2,0
423,piab abal lade  7 1,piab abal lade ,7,1,0
424,piab pisy  9 1,piab pisy ,9,1,0
425,PIAB pisy  6 1,PIAB pisy ,6,1,0
426,FREX  4 0,FREX ,4,0,0
427,LADE piab  6 1,LADE piab ,6,1,0
428,piab  10 1,piab ,10,1,0
429,FASY piab  7 0,FASY piab ,7,0,0
430,fasy acps  6 0,fasy acps ,6,0,0
431,piab lade  4 0,piab lade ,4,0,0
432,piab lade pisy  9 1,piab lade pisy ,9,1,0
433,PIAB abal  10 2,PIAB abal ,10,2,0
434,piab lade pisy  7 0,piab lade pisy ,7,0,0
435,piab lade pisy  10 1,piab lade pisy ,10,1,0
436,lade pisy fasy  8 1,lade pisy fasy ,8,1,0
437,BEPE  5 0,BEPE ,5,0,0
438,LADE fasy  8 0,LADE fasy ,8,0,0
439,piab lade pisy  6 0,piab lade pisy ,6,0,0
440,BEPE  6 0,BEPE ,6,0,0
441,LADE fasy  6 0,LADE fasy ,6,0,0
442,piab acps  6 0,piab acps ,6,0,0
443,abal fasy  5 0,abal fasy ,5,0,0
444,FASY lade  7 0,FASY lade ,7,0,0
445,lade pisy  7 0,lade pisy ,7,0,0
446,PIAB lade  5 1,PIAB lade ,5,1,0
447,PIAB lade  9 1,PIAB lade ,9,1,0
448,abal fasy  4 0,abal fasy ,4,0,0
449,abal lade  6 1,abal lade ,6,1,0
450,piab abal lade fasy  6 1,piab abal lade fasy ,6,1,0
451,FASY lade  6 0,FASY lade ,6,0,0
452,piab abal  6 1,piab abal ,6,1,0
453,piab abal lade  6 1,piab abal lade ,6,1,0
454,LADE piab  6 2,LADE piab ,6,2,0
455,piab acps  7 0,piab acps ,7,0,0
456,PIAB acps  7 0,PIAB acps ,7,0,0
457,abal lade  7 1,abal lade ,7,1,0
458,piab lade pisy fasy  7 1,piab lade pisy fasy ,7,1,0
459,BEPE piab  4 0,BEPE piab ,4,0,0
460,lade fasy bepe  5 0,lade fasy bepe ,5,0,0
461,lade bepe  5 0,lade bepe ,5,0,0
462,fasy alin  5 0,fasy alin ,5,0,0
463,LADE frex  3 0,LADE frex ,3,0,0
464,piab abal lade fasy  7 1,piab abal lade fasy ,7,1,0
465,lade pisy  9 1,lade pisy ,9,1,0
466,lade bepe  4 0,lade bepe ,4,0,0
467,FASY abal  8 1,FASY abal ,8,1,0
468,PIAB fasy  4 0,PIAB fasy ,4,0,0
469,piab abal lade fasy  8 1,piab abal lade fasy ,8,1,0
470,piab lade fasy  8 0,piab lade fasy ,8,0,0
471,PIAB lade  9 2,PIAB lade ,9,2,0
472,LADE fasy  9 0,LADE fasy ,9,0,0
473,FASY  5 2,FASY ,5,2,0
474,piab pisy fasy  8 0,piab pisy fasy ,8,0,0
475,piab abal fasy  7 2,piab abal fasy ,7,2,0
476,piab lade frex  6 0,piab lade frex ,6,0,0
477,FASY piab  10 0,FASY piab ,10,0,0
478,fasy  9 0,fasy ,9,0,0
479,piab abal pisy  7 1,piab abal pisy ,7,1,0
480,lade frex  9 0,lade frex ,9,0,0
481,PISY fasy  8 1,PISY fasy ,8,1,0
482,FASY frex  3 0,FASY frex ,3,0,0
483,LADE  7 2,LADE ,7,2,0
484,LADE  9 1,LADE ,9,1,0
485,piab lade fasy  5 0,piab lade fasy ,5,0,0
486,frex bepe  1 0,frex bepe ,1,0,0
487,mix 3 0,mix,3,0,0
488,fasy acps  8 0,fasy acps ,8,0,0
489,piab abal fasy  7 0,piab abal fasy ,7,0,0
490,piab lade  4 1,piab lade ,4,1,0
491,FASY frex  1 0,FASY frex ,1,0,0
492,PIAB pisy  9 2,PIAB pisy ,9,2,0
493,lade fasy acps  9 1,lade fasy acps ,9,1,0
